Run	Remaining Subpopulations
0	10
1	10
2	10
3	10
4	10
5	7
6	7
7	7
8	7
9	7
10	5
11	5
12	5
13	5
14	5
15	3
16	3
17	3
18	3
19	3
20	2
21	2
22	2
23	2
24	2
Timer Name	Value
CPU Time (ns):	14710179484
Wall Time (ms):	4516
CPU Cycles:	7759771800699435
27	0	0.998	0.9989	0.9972	6.276	2.27	25	5	15	6	0.995	0.9989	0	10.207	2.952	25	5	22	5
28	0	0.9955	0.9989	0	6.085	2.195	25	5	26	8	0.995	0.9989	0	10.065	2.926	25	5	22	5
29	0	0.998	0.9989	0.9979	5.854	2.116	25	5	3	1	0.9951	0.9989	0	9.924	2.899	25	5	22	5
30	0	0.998	0.9989	0.9979	5.57	2.044	25	5	3	1	0.9952	0.9989	0	9.784	2.871	25	5	22	5
31	0	0.9968	0.9989	0	5.414	1.992	25	5	32	8	0.9952	0.9989	0	9.647	2.844	25	5	22	5
32	0	0.998	0.9989	0.998	5.361	2.016	25	5	4	2	0.9953	0.9989	0	9.517	2.819	25	5	22	5
33	0	0.998	0.9989	0.9978	5.254	1.986	25	5	5	2	0.9954	0.9989	0	9.392	2.794	25	5	22	5
34	0	0.9968	0.9989	0	5.144	1.931	25	5	14	4	0.9954	0.9989	0	9.271	2.77	25	5	22	5
35	0	0.9943	0.9989	0	5.224	1.9	25	5	8	4	0.9954	0.9989	0	9.158	2.746	25	5	22	5
36	0	0.998	0.9989	0.9979	5.668	2.094	25	5	5	2	0.9955	0.9989	0	9.064	2.728	25	5	22	5
37	0	0.998	0.9989	0.9979	5.71	2.061	25	5	13	5	0.9955	0.9989	0	8.976	2.71	25	5	22	5
38	0	0.9955	0.9989	0	5.52	2.049	25	5	24	7	0.9955	0.9989	0	8.887	2.693	25	5	22	5
39	0	0.9968	0.9989	0	5.341	1.946	25	5	12	5	0.9956	0.9989	0	8.798	2.675	25	5	22	5
40	0	0.9968	0.9989	0	5.321	1.942	25	5	26	7	0.9956	0.9989	0	8.713	2.657	25	5	22	5
41	0	0.998	0.9989	0.9979	5.229	1.942	25	5	3	1	0.9957	0.9989	0	8.631	2.64	25	5	22	5
42	0	0.998	0.9989	0.998	5.322	1.956	25	5	1	0	0.9957	0.9989	0	8.554	2.624	25	5	22	5
43	0	0.9968	0.9989	0	5.168	1.93	25	5	21	8	0.9957	0.9989	0	8.477	2.608	25	5	22	5
44	0	0.998	0.9989	0.9972	5.164	1.881	25	5	9	4	0.9958	0.9989	0	8.403	2.592	25	5	22	5
45	0	0.9968	0.9989	0	5.024	1.839	25	5	18	8	0.9958	0.9989	0	8.33	2.576	25	5	22	5
46	0	0.998	0.9989	0.9974	4.986	1.811	25	5	8	4	0.9959	0.9989	0	8.258	2.559	25	5	22	5
47	0	0.998	0.9989	0.9956	5.019	1.867	25	5	3	1	0.9959	0.9989	0	8.191	2.545	25	5	22	5
48	0	0.998	0.9989	0.9979	5.022	1.921	25	5	3	1	0.9959	0.9989	0	8.126	2.532	25	5	22	5
49	0	0.998	0.9989	0.9977	5.027	1.938	25	5	10	4	0.996	0.9989	0	8.064	2.52	25	5	22	5
50	0	0.998	0.9989	0.998	5.05	1.923	25	5	6	3	0.996	0.9989	0	8.005	2.509	25	5	22	5
